price,total_square,rooms,floor
25490000,90.0,4,5
4250000,22.0,1,1
55086884,153.7,4,9
10073700,53.3,1,1
12699792,29.3,1,19
19990000,64.5,2,6
18000000,86.0,3,14
8906069,28.7,1,9
25950000,76.0,3,7
139000000,150.0,4,1
119000000,120.0,3,2
18586680,60.9,2,19
3390000,19.2,1,2
12900000,60.2,3,3
13444722,34.0,1,29
32000000,60.9,2,18
5490000,24.0,1,1
6199999,47.0,1,2
15589629,63.2,3,28
12000000,47.0,2,3
11200000,39.0,1,2
4231161,26.48,1,10
20500000,65.0,2,9
6800000,28.4,1,17
14908321,66.7,3,7
44638748,77.0,2,22
10000000,35.0,1,1
24000000,80.7,3,13
22143284,37.0,1,10
21500000,72.7,3,2
38850000,79.44,4,14
226761000,250.0,5,2
6900000,42.0,1,7
13236518,79.9,2,6
8200000,35.0,1,9
48904800,68.88,3,14
7200000,37.6,1,8
36800000,73.5,2,2
11340000,45.0,2,8
12950000,92.0,2,8
12586842,70.9,3,2
10500000,32.0,1,8
9387284,24.3,1,10
13850000,59.0,3,8
9500000,45.5,2,9
28234663,100.75,3,23
92000000,120.0,3,3
10800000,46.3,2,9
32815671,76.1,2,13
8950000,45.3,1,1
14100000,62.0,3,10
46087407,119.66,3,3
20601100,68.9,3,9
20458440,34.0,1,22
30361400,37.0,1,13
16500000,46.0,1,13
18000000,60.0,3,9
9201577,22.5,1,23
14900000,69.0,2,14
54696000,103.0,3,21
24500000,79.5,3,3
21300000,80.1,3,16
16500000,68.3,3,4
13000000,38.2,1,17
11000000,37.5,2,6
25980600,104.89,3,5
45160720,83.6,2,13
15000000,62.0,2,16
16000000,74.4,3,12
7100000,44.2,2,5
25491800,64.7,2,5
35564400,80.1,2,9
8500000,40.4,1,7
6503805,18.77,1,12
24850000,77.4,3,31
41197048,91.0,3,4
46996514,125.18,4,27
25000000,73.0,3,11
7000000,48.0,2,3
11900000,80.4,3,11
42900000,140.0,4,20
19027568,56.0,2,31
8600000,34.8,1,14
20500000,53.3,2,8
14700000,65.0,4,1
10500000,34.0,1,21
5299999,14.0,1,1
14699999,81.3,3,16
9300000,31.5,1,3
11190000,64.3,2,20
21300000,51.2,2,3
17486040,57.0,3,7
7100000,38.6,1,5
6000000,35.2,1,10
19702072,71.0,3,13
54192600,156.4,4,4
20000000,64.0,2,7
16045168,59.0,3,4
15551949,63.03,3,21
7234338,35.68,1,17
12900000,54.3,3,2
5400000,26.0,1,2
23500000,52.9,2,8
18620000,36.11,1,13
14148420,42.9,1,10
11500000,44.5,2,12
34507100,73.0,2,30
6110419,20.0,1,15
12900000,56.4,2,4
7500000,32.0,1,4
126986160,180.0,4,34
46640848,98.0,3,7
11300000,47.1,2,2
22997000,83.8,3,12
23990000,110.0,3,16
46500000,95.0,3,11
19990000,80.0,3,8
20067840,42.88,1,7
13000000,71.2,3,4
6950000,36.6,1,14
9950000,37.7,2,9
13200000,26.3,1,38
11000000,78.0,3,10
10500000,84.5,3,7
53000000,98.07,4,9
32462170,73.08,3,2
17956890,57.0,2,8
25520000,73.0,3,4
21500000,65.6,3,9
37250000,132.0,4,7
19227061,84.34,4,22
16520575,67.0,2,17
15901200,50.0,2,4
109542780,235.0,5,5
12950000,44.6,2,2
18000000,63.0,2,7
15000000,60.5,2,14
16669800,57.0,2,14
27000000,81.5,3,7
38591973,108.01,3,30
4600000,34.4,1,4
29000000,79.0,2,8
18400000,77.7,3,17
27904759,75.3,1,2
32626530,81.1,3,21
12250000,60.0,2,9
12700000,35.9,1,14
17564400,86.1,2,10
9299305,30.0,1,10
18700000,47.8,2,7
6550000,36.8,1,1
46000000,108.0,3,7
80500000,104.0,3,14
30229274,91.0,2,36
12500000,76.5,3,13
11200000,53.0,2,1
12500000,35.0,1,5
42500000,76.0,2,9
5800000,27.0,1,14
9000000,32.5,1,40
12900000,34.5,1,6
17000000,122.0,4,10
7550000,50.5,2,5
8400000,41.0,1,17
7314080,27.0,1,2
9900000,33.0,1,3
9300000,45.1,2,2
22500000,91.3,3,10
9741726,37.89,2,9
4900000,41.1,1,6
4944000,20.6,1,6
52990000,102.0,3,18
15500000,52.6,2,2
16255000,55.0,2,2
30000000,112.5,5,4
18900000,90.0,2,5
7769599,24.0,1,10
30000000,62.3,2,4
12500000,33.2,1,3
32092998,65.94,3,15
57500000,89.0,4,29
12539800,67.6,3,3
115000000,212.0,5,27
13600000,51.3,2,15
47280000,120.0,3,10
54999999,107.32,4,32
15000000,75.6,3,2
20600000,55.0,2,13
23309662,56.42,2,27
6800000,17.7,1,2
15130080,45.6,2,12
10900000,45.0,2,6
82000000,197.0,4,23
52223659,106.6,3,5
13500000,44.0,2,5
9150000,53.14,2,1
12650202,56.0,2,2
10000000,59.1,2,7
13500000,56.0,3,6
22500000,98.4,4,7
34000000,68.0,3,4
19069130,84.34,4,20
14300000,61.0,2,10
43706527,66.5,2,37
249600000,240.0,3,4
20250000,74.1,3,13
7629078,22.2,1,4
18274911,38.8,1,11
15600000,66.6,3,7
9807820,40.9,1,2
16646000,81.2,2,12
51000000,130.0,3,3
30433964,89.0,3,33
11700000,43.0,2,3
20654398,67.0,2,36
12748194,36.1,2,21
21870000,44.0,1,15
11934000,54.0,2,4
22500000,56.5,2,7
65900000,138.7,4,2
14000000,72.0,3,1
18400000,64.7,3,4
14147137,59.5,3,12
10990000,39.2,1,6
20310000,38.95,1,26
18300000,74.9,3,7
5501949,40.28,1,4
27270480,49.8,1,2
7526798,24.0,1,10
179000000,244.0,5,13
11990000,66.0,2,14
74995000,190.0,5,2
12490000,52.0,2,6
31000000,70.3,3,2
43355317,98.8,3,17
8620224,32.0,1,2
27650720,68.8,2,24
16000000,75.0,3,2
50000000,140.0,3,6
17500000,62.0,2,8
11000000,52.8,2,11
145609875,173.23,5,11
95400000,137.0,3,2
9500000,33.0,1,5
7825213,24.0,1,13
28055400,72.16,2,2
42010000,71.5,3,10
13900000,60.4,2,7
14863680,46.8,1,3
25002702,49.11,1,16
10399063,52.08,3,8
38700000,65.0,2,23
26500000,80.0,3,4
10983206,46.0,2,15
23000000,76.3,3,5
20300000,59.7,2,5
17000000,44.3,2,10
6800000,32.3,1,3
7937359,23.6,1,11
27500000,39.5,1,3
13500000,87.8,3,5
6990000,53.5,2,7
33990000,81.9,3,3
89000000,150.0,4,4
13950000,58.0,2,11
11500000,44.2,2,2
120000000,125.0,5,4
12534660,63.8,2,9
40531259,70.1,2,15
10750000,38.8,2,10
10092333,37.0,1,11
38750000,160.1,4,2
10650000,58.3,2,6
9500000,38.0,1,4
23021040,77.0,2,36
9000000,37.0,1,2
8500000,36.0,1,14
12651196,52.8,2,33
17350000,39.9,1,22
12900000,60.0,2,21
152143000,330.0,6,2
17382002,45.0,2,3
23100000,50.0,1,17
67500000,99.4,3,3
4600000,36.0,1,17
10974238,58.0,2,7
12800000,37.8,1,1
12300000,46.0,2,8
10500000,59.0,2,4
7200000,41.0,1,14
5500000,24.2,1,3
18700000,100.0,4,4
21784497,87.56,2,4
12600000,38.5,1,14
8250000,36.0,2,1
18002568,47.0,1,24
7404743,22.4,1,13
15500000,70.0,3,2
33474200,88.0,3,16
8797800,37.2,1,2
5900000,45.0,2,1
20523101,71.84,2,2
23000000,51.8,2,10
8310523,41.93,2,16
55000000,71.1,2,5
86999000,130.0,3,4
36500000,88.0,3,12
10500000,60.3,3,7
20980000,45.0,1,4
21900000,55.7,1,23
10900000,82.9,3,13
33500000,50.6,1,6
22500000,74.0,3,2
51990000,65.0,2,23
17500000,50.9,1,16
11627363,53.1,2,9
26163000,54.4,3,2
37582297,137.0,4,8
35000000,45.0,1,3
9600000,43.0,1,13
158400000,198.0,5,4
6647906,54.42,2,21
118000000,153.0,3,5
13600000,59.1,3,8
7794476,60.4,3,15
20066250,53.51,2,22
34900000,86.0,3,7
43006518,68.58,3,8
19300000,41.0,1,15
7385000,42.4,2,5
6101990,35.0,1,3
16000000,60.7,2,1
40132135,71.59,2,23
16325040,54.0,2,7
16500000,53.7,2,2
9850000,35.37,2,18
10180000,43.8,2,3
23730400,61.5,2,15
15883384,74.6,3,10
10500000,74.1,3,17
21306780,56.1,2,4
13900000,40.0,2,3
9500000,43.2,2,1
115964096,159.4,3,20
12200000,65.0,3,8
17800000,75.0,3,2
14000000,60.0,3,9
13621930,32.02,2,7
18000000,67.0,3,16
20107534,61.9,2,28
25700000,60.2,3,3
7588323,59.7,2,1
8000000,38.0,1,16
9500513,35.0,1,27
37550000,61.0,2,19
18490000,96.5,4,1
9650000,40.0,1,2
25000648,105.0,4,3
26000000,40.6,2,9
30540000,61.46,3,3
6000000,35.0,1,22
8812800,36.0,1,6
17077678,54.6,2,20
8300000,41.7,1,5
16500000,54.0,2,12
25100000,93.3,4,10
11790000,25.0,1,7
9500000,38.2,1,14
16689048,85.5,3,7
10935180,47.0,2,11
23700000,78.8,3,2
25027733,80.7,3,11
14200000,58.4,3,2
19010538,43.02,1,36
12500000,38.8,1,8
89000000,145.0,3,1
10050000,38.7,1,6
17303304,46.0,1,18
10300000,44.1,2,17
6500000,34.1,1,3
34000000,77.0,3,10
17200000,40.0,1,14
13504444,59.11,3,12
15200000,77.0,3,9
9318125,25.0,1,16
20500000,47.0,1,30
49743180,110.1,3,1
38855400,83.56,3,8
12400000,76.7,3,7
4200000,26.0,1,3
38009130,81.39,3,32
18000000,93.2,3,5
16929011,37.36,1,7
11320581,40.0,2,14
23459087,70.56,2,17
9650000,41.3,1,16
24500000,84.2,3,1
25276288,64.0,2,40
11877422,52.5,1,4
18000000,42.0,2,1
13999000,48.3,1,12
13420000,30.5,1,17
4150000,17.9,1,1
27000000,65.0,2,2
17250000,44.0,2,15
11499413,67.1,2,11
400000000,642.0,9,5
41900000,88.0,3,8
186000000,186.0,3,2
12700000,54.0,2,16
17900000,49.0,2,3
25000000,36.4,1,5
10200000,41.2,2,4
19360648,66.0,3,13
9348796,34.75,1,20
47000000,86.0,3,5
10190700,23.0,1,11
12999999,90.0,4,6
13901762,42.22,1,3
21800000,66.7,3,9
31928436,85.0,3,9
18200000,72.4,3,7
40000000,86.0,3,11
47917560,84.9,3,12
14900000,56.6,2,14
5650000,18.0,1,12
16719539,42.03,1,16
5800000,37.8,1,12
9500000,51.0,2,1
37258964,95.3,4,5
7347318,26.92,1,23
7990000,43.0,1,14
8634816,34.0,1,32
29990000,90.0,5,1
35707990,72.43,2,34
9016414,45.8,2,3
13199999,63.0,2,14
65000000,158.0,4,16
14500000,56.0,3,5
6250000,37.6,1,10
607598540,743.4,6,12
49000000,126.2,3,15
10764876,41.6,2,12
24500000,59.0,2,10
11500000,31.0,1,5
25059000,60.0,2,22
15000000,53.5,2,7
7000000,50.7,3,3
31939336,95.8,3,2
139900000,178.0,3,7
12990000,33.0,1,8
14850000,68.0,2,3
19800000,56.4,2,7
9013171,26.0,1,22
16245706,73.1,2,4
21000000,63.0,2,2
7500000,33.7,1,13
10000000,38.4,2,6
69000000,98.0,3,30
16143820,104.83,3,9
13776517,46.0,1,6
13200000,50.0,3,2
10500000,37.4,1,11
13650000,54.2,2,5
6990000,44.0,1,11
20140000,38.18,1,14
8650000,60.0,3,2
79308914,167.64,4,18
175361840,210.0,3,4
16700000,78.0,3,12
11500000,76.0,3,5
16184864,55.0,3,23
5800000,38.0,1,10
11000000,39.0,1,7
10683395,40.0,2,10
18050000,80.3,3,12
7100000,41.0,1,17
13700000,52.0,2,6
24000000,49.0,1,41
21000000,71.7,3,12
42000000,87.0,2,29
5600000,42.6,1,8
8399000,45.0,1,11
280000000,318.0,6,4
20000000,72.0,3,16
4400000,14.7,1,1
16533412,59.86,3,21
10691118,47.7,1,6
27000000,54.5,2,12
19400000,66.5,2,17
16000000,43.0,2,2
22999000,70.5,3,1
10600000,45.2,2,5
130000000,345.0,9,17
6650000,44.7,2,7
10300000,37.8,1,2
14596350,62.89,3,16
21900000,60.0,3,5
6107670,17.9,1,5
14950000,44.0,2,8
25800000,108.0,4,2
17450000,104.0,3,9
8200000,32.7,1,4
17100000,63.9,3,3
8500000,54.8,2,14
5990000,31.0,1,4
16400000,54.0,2,4
11000000,59.8,2,4
12340000,79.3,2,6
30000000,65.4,2,7
73000000,114.0,6,3
16655302,71.8,3,9
12820500,39.0,1,21
86800000,200.0,5,13
8637324,40.8,1,6
9999999,32.0,1,2
6200000,37.0,1,9
60933268,98.0,3,20
15249000,66.3,2,1
36074520,66.0,2,39
11000000,44.1,2,6
12714000,39.0,1,16
16963500,78.9,3,11
25000000,78.8,4,2
16063705,53.1,2,10
23500000,100.0,3,25
12284500,40.0,1,12
6602284,43.51,2,17
48500000,60.99,2,5
9000000,63.1,2,7
18600000,37.1,1,3
15000000,63.0,3,7
14489889,27.0,1,27
96751360,178.4,1,7
14490000,41.4,2,2
17900000,41.0,2,2
13999000,50.0,2,5
14450000,58.4,3,2
8490000,32.8,1,2
41500000,81.3,3,15
5250000,28.0,1,3
8900000,49.2,2,21
15500000,47.0,2,3
23000000,80.0,2,11
19000000,40.0,1,12
13950000,54.0,2,8
36210448,60.0,1,6
13700000,39.0,2,1
5760000,18.0,1,2
7100255,20.0,1,17
7440268,34.13,1,8
13217200,38.0,1,20
10088257,49.3,2,4
18718420,43.4,1,36
51425000,93.5,2,3
9813484,24.8,1,14
5700000,44.0,1,17
10800000,40.0,2,3
60393600,69.9,2,5
13800000,68.0,2,16
16375200,55.6,2,18
11500000,38.6,2,8
22000000,43.0,1,8
9990000,52.0,2,2
38900000,85.0,3,9
13500000,52.5,2,4
10700000,40.6,2,5
16490000,57.2,2,17
42364620,111.78,3,10
14999000,58.0,2,3
6500000,41.3,1,15
86500000,132.0,4,12
13150000,55.0,2,8
12959377,46.0,2,29
18900000,74.1,2,31
11800000,72.4,3,7
18422779,63.5,2,9
11873016,36.0,1,10
5900000,20.0,1,4
14218884,61.2,3,23
75000000,87.9,2,3
85000000,180.0,5,3
4320000,36.0,1,10
8524944,28.4,1,16
5000000,36.2,1,1
23000000,89.6,3,19
8788853,43.6,1,18
19464810,33.97,1,10
12240350,59.5,2,18
16834995,43.32,1,15
29400160,84.8,3,3
15540525,42.9,1,5
17508812,55.8,2,21
15500000,45.0,2,3
20990000,70.0,3,4
8750000,64.6,2,2
5700000,29.0,1,1
128800248,142.6,3,7
5700000,32.2,1,1
51000000,109.0,3,38
69000000,100.0,4,8
25000000,113.0,3,17
36733360,60.0,1,11
750000000,720.0,6,2
4990000,14.98,1,1
10200000,39.0,1,15
7650000,57.4,2,8
33000000,60.0,1,5
19128894,53.4,2,24
21000000,83.6,2,9
27300000,71.5,3,7
17200000,84.0,3,14
7600000,30.0,1,16
8500000,33.0,1,9
36040575,110.75,4,4
16461868,42.5,2,24
26732240,65.36,2,27
26524690,45.97,1,42
8750000,30.0,1,5
9250000,46.2,1,8
22000000,76.1,3,2
17500000,88.0,4,15
35095440,83.8,3,21
59900000,146.0,4,5
52791597,153.7,4,5
13000000,62.5,3,9
243547729,198.05,3,3
105000000,161.6,3,36
47910000,97.12,4,18
85000000,216.0,4,6
13341499,51.2,2,4
40180052,67.0,1,14
4950000,16.8,1,1
12315200,34.0,1,24
23500000,67.0,3,7
13627174,79.6,3,23
37000000,161.0,4,2
15216614,55.93,2,19
9700000,46.9,2,1
241878400,602.0,6,18
12500000,37.4,2,4
16255400,85.3,3,16
3827322,23.35,1,10
38558520,74.9,2,20
13180000,87.0,3,8
6500000,36.0,1,2
25300000,99.4,4,3
14956063,73.22,2,30
18600000,56.5,2,5
37600000,123.4,3,4
26514917,44.2,1,39
50000000,77.0,2,8
3300000,13.0,1,1
7400000,41.0,1,12
14380660,41.3,1,5
4799999,24.0,1,12
7990000,59.0,3,3
56600000,85.3,3,17
43164972,75.0,2,4
11800000,37.1,2,2
33000000,55.0,3,20
44950000,126.0,3,12
13800000,50.0,1,5
25000000,92.7,3,7
83111742,83.8,1,8
29500000,103.0,3,13
5480000,29.0,1,9
38000000,102.3,3,5
26570789,102.7,3,3
6500000,36.9,1,15
31000000,151.0,6,22
15900000,38.0,1,14
9309547,17.0,1,29
6336323,13.7,1,3
7760000,59.4,2,13
12000000,40.0,1,2
18179200,41.6,1,14
50000000,105.0,3,27
28000000,73.0,3,5
32035140,88.74,3,3
26130588,56.14,2,4
30128000,81.3,3,21
9650000,37.4,2,1
8450000,40.0,1,15
13500000,44.5,2,8
11300000,60.7,2,15
9890000,42.0,1,1
12000000,44.3,2,5
39000000,66.3,2,4
260000000,285.0,6,2
14500000,75.0,3,8
5800000,42.1,2,1
10500000,40.0,1,2
16500000,62.0,2,11
6200000,38.6,1,4
5952099,29.6,1,3
13403319,69.0,3,10
10490000,64.5,2,4
92900000,184.0,5,9
25499999,64.0,3,33
18670000,85.7,3,14
21303408,67.0,2,7
25000000,55.0,2,3
31500000,75.4,3,7
3950000,14.2,1,3
95503438,148.3,4,8
21100000,64.5,2,3
7212608,20.28,1,23
9028315,38.6,1,7
39282240,92.8,3,33
16893728,62.0,4,15
8899999,35.1,1,9
13300000,70.1,2,9
7600000,39.0,2,4
6500000,38.5,1,5
46799999,75.3,2,9
22959680,45.7,2,19
7900000,39.0,1,25
54117273,62.4,1,5
14378120,45.2,1,3
10300000,58.0,2,1
39500000,103.1,2,14
13160000,88.0,3,9
7500000,42.0,2,6
11700000,51.3,2,14
10461000,36.9,1,6
19300000,60.0,2,9
16192440,51.7,2,3
20000000,59.0,2,5
14000000,54.2,3,2
69074544,132.0,4,3
12300000,34.0,1,2
7359215,19.0,1,3
5473934,40.38,1,1
17950000,63.1,3,3
62900000,140.0,3,6
28000000,55.0,2,5
79800000,150.0,5,2
9740597,23.0,1,56
9800000,34.7,1,7
11950000,38.0,1,6
12500000,70.0,2,4
22000000,44.0,1,9
15600000,57.6,2,3
10900000,44.6,1,7
10450000,64.2,2,11
8450000,43.0,2,17
42239400,113.0,3,9
56600000,85.0,3,17
8500000,35.8,1,13
150000000,200.0,4,4
15500000,58.6,3,3
22999000,70.0,3,11
61772892,111.72,3,6
41224718,66.8,1,22
90000000,125.7,3,4
30700000,59.0,2,7
26000000,63.3,1,21
7416557,26.1,1,20
13700000,36.0,1,2
37500000,58.0,2,2
14940000,34.0,1,2
9793875,61.5,3,15
29000000,75.0,3,4
21350000,72.0,3,4
33145050,97.3,3,2
7520286,58.36,3,6
3250000,11.6,1,1
15990000,60.2,2,7
9386000,68.8,3,4
9500000,49.1,2,10
4950000,17.0,1,1
70671339,95.2,3,32
10500000,44.0,2,1
8972999,21.0,1,8
17100000,76.3,3,3
5599999,23.25,1,13
21800000,67.0,3,18
5999000,36.0,1,10
8100000,50.1,2,11
9500000,37.0,1,2
6950000,42.0,1,16
106174936,135.0,4,39
19264800,46.0,1,21
35388932,58.0,1,9
16650000,44.0,1,8
16923108,50.5,2,4
6800000,34.4,1,5
28000000,76.0,3,10
22000000,53.5,1,9
8998281,26.0,1,20
11200000,81.6,2,15
16451700,46.5,2,3
7800000,53.0,2,14
10000000,39.5,2,22
27600000,79.0,3,18
4200000,18.5,1,1
13463971,77.26,4,2
18500000,71.0,4,5
31000000,61.0,2,3
13999999,44.0,2,6
9500000,42.0,1,14
14300000,41.2,1,22
11950000,54.6,2,1
8961260,25.0,1,3
14417705,71.7,2,14
6350000,36.0,1,13
13410722,34.0,1,28
32900000,83.5,2,24
22405680,76.0,3,11
13950000,58.5,2,15
16000000,56.0,2,14
7950000,63.0,2,8
29452148,59.0,3,42
27760879,107.1,3,6
16400000,57.0,2,4
44550000,98.0,4,4
38900000,72.0,2,8
151174000,235.8,1,12
8000000,35.6,1,2
19990000,90.0,4,3
23000000,76.9,3,3
10914787,41.0,2,5
17401400,41.4,1,4
15250000,43.4,1,2
14000000,87.0,3,21
9500000,38.0,1,5
14990000,55.0,2,4
12431349,38.0,1,14
10664500,38.5,1,20
19900000,35.0,1,5
41500000,114.28,4,8
15300000,58.0,2,8
15714124,71.0,3,5
26074080,46.0,1,39
19500000,49.0,1,12
13200000,38.0,1,19
14000000,30.4,1,8
8578665,19.0,1,7
33000000,47.1,2,6
13750000,72.9,3,17
22800000,60.0,2,9
7754012,24.0,1,10
12245000,53.7,2,8
15411300,65.58,2,6
10500000,40.4,1,2
33943356,86.0,3,26
8300000,37.4,1,5
8099999,45.9,1,5
37000000,114.7,4,2
14500000,52.0,3,9
18200000,84.6,3,3
405146320,363.0,5,11
11240000,34.8,1,9
15500000,57.3,2,10
115000000,175.0,4,3
7650000,43.4,2,2
25000000,77.0,3,37
29990000,76.0,3,29
12000000,76.0,3,19
22400000,54.0,2,7
12200000,87.6,2,15
43450000,79.0,2,2
5907100,13.2,1,2
16500000,53.6,2,5
14500000,59.0,2,4
9490000,46.0,1,5
9700000,64.0,3,3
22999000,101.0,3,20
16400000,54.0,2,6
17000000,37.0,1,16
5800000,20.3,1,9
19765460,57.2,2,22
24701423,39.7,1,13
17454079,65.2,3,3
121714200,257.6,5,5
32407061,93.85,3,29
36910000,68.0,2,19
11000000,58.0,2,19
18500000,56.8,3,3
52620000,106.0,3,14
79500000,114.0,5,10
17500000,72.1,2,7
26350000,110.0,4,16
10900000,54.5,2,17
7358726,21.0,1,16
14303100,27.38,1,5
15000000,101.6,5,2
14850000,52.0,2,3
21560000,45.58,1,6
17900000,80.9,3,17
14676630,39.0,1,48
9600000,24.0,1,2
13250000,53.2,2,15
12099000,70.0,2,14
31225056,50.88,2,5
19350000,80.3,2,12
12300000,82.0,3,9
26067503,43.0,1,4
8450000,64.5,3,4
12000000,50.2,2,1
12700000,52.0,2,11
12990000,47.8,2,12
3750000,16.7,1,1
24016449,78.9,3,3
15800000,56.0,2,4
26579500,90.1,3,7
25897358,103.7,3,3
5200000,29.7,1,1
89990000,103.0,1,3
6500000,43.5,2,3
14500000,52.6,2,6
6900000,26.1,1,10
17413120,60.8,2,18
8000000,46.7,1,2
4500000,24.0,1,8
22400000,76.7,3,5
8299000,40.8,1,3
29868089,60.2,2,15
17500000,71.0,3,2
362817600,440.0,6,5
44496430,123.1,5,48
13028610,40.0,2,4
27038840,46.78,2,44
5200000,27.4,1,12
7218316,20.23,1,19
16520000,47.0,2,18
35968800,84.0,2,20
28970000,100.0,3,10
15229460,55.4,2,14
10700000,34.9,1,5
9600000,54.0,2,2
23900000,78.0,3,14
8000000,45.0,2,10
30000000,74.0,2,10
13800000,41.2,1,3
12600000,48.6,2,5
26962002,50.38,1,4
14000000,73.0,3,1
11499999,33.0,1,5
6300000,37.9,1,1
50236247,229.79,4,25
32383680,63.2,2,22
94640000,182.0,3,8
16500000,85.0,3,6
15300000,72.3,3,1
50400000,117.0,3,4
40800000,89.9,3,5
15500000,61.7,2,12
4700000,32.0,1,1
69500000,111.5,2,2
41900000,175.0,4,6
15500000,51.6,2,15
10952732,39.8,1,4
9300000,39.2,1,3
12400000,39.0,1,9
27645776,97.0,3,7
11600000,44.0,2,4
37980700,96.0,3,23
14500000,39.0,2,4
7000000,42.2,2,15
18786140,55.4,2,45
10000000,36.0,1,3
15079950,70.5,2,10
60958500,62.5,1,7
18550000,61.7,2,13
15000000,85.0,3,7
18679000,76.0,3,15
13294605,65.0,2,12
6400000,42.6,2,2
25000000,90.5,4,3
12000000,42.0,2,1
12900000,52.9,2,7
10520016,26.0,1,35
19250000,53.0,3,13
14011300,65.5,2,19
14823811,31.0,1,52
9900000,41.0,1,1
19680160,85.0,3,6
11451061,38.0,2,20
31490000,61.0,2,22
47831284,49.97,1,3
5272631,26.08,1,13
25200000,58.7,2,6
13045272,52.74,2,20
33974200,73.0,2,3
11989000,39.0,1,13
24388493,41.1,1,2
30600000,116.9,3,22
16977600,54.0,2,18
14500000,66.2,2,22
7500000,45.0,1,10
22990000,76.9,3,24
14650000,55.4,2,1
12650000,39.0,1,17
12261060,26.0,1,30
42892012,73.0,2,28
96751360,187.0,4,20
66000000,98.0,3,2
16550000,71.0,2,2
5500000,28.0,1,15
11576305,60.7,2,1
9200000,41.0,1,1
14650000,32.0,1,2
11500000,51.5,2,2
13871264,64.4,2,21
15900000,77.6,3,4
90000000,87.7,3,8
11000000,59.0,2,11
17000000,78.0,3,4
21492125,62.5,2,29
38999850,92.51,3,12
16662999,38.45,1,8
12000000,50.0,2,8
33292350,81.9,3,15
486408000,485.0,7,5
8750000,35.2,1,12
7199999,46.0,1,11
40569999,91.99,3,3
11606121,36.0,2,16
11282995,46.0,2,21
42900000,100.1,3,3
7200000,57.5,2,8
11900000,38.0,1,10
10270000,30.3,1,8
17264520,54.6,2,22
10200000,48.0,2,1
21270000,51.5,2,12
95000000,120.0,3,3
20000000,60.4,2,2
3400000,19.7,1,1
8050000,57.0,2,1
30555000,63.0,2,4
16000000,54.0,2,10
12700000,59.0,3,1
6500000,38.3,1,6
9950000,32.7,1,9
23000000,66.0,3,10
9200000,33.0,1,1
27950000,60.7,2,8
18490000,78.0,3,3
8650000,39.2,1,4
14300000,85.4,3,9
8900000,51.2,2,10
36000000,120.0,3,11
11602679,45.0,2,11
24548670,54.0,2,13
10990000,87.2,3,7
58931365,103.2,3,15
28137480,79.8,3,5
10500000,57.0,2,4
22900000,92.8,3,8
19500000,50.0,2,16
12750000,70.0,3,6
41700000,74.5,2,7
25253536,64.0,2,17
117341258,165.9,4,9
40000000,135.0,5,8
12800000,62.0,2,12
16633713,50.4,2,9
14538748,40.4,1,17
37250361,95.4,4,4
19899823,71.1,3,3
36515888,67.0,2,12
41000000,70.0,2,50
19450894,89.1,4,2
6700000,36.0,1,2
24795000,55.1,2,3
7705134,23.6,1,6
75900000,115.4,3,18
22900000,59.0,2,11
21300000,58.0,2,3
87000000,167.5,3,9
5800000,28.4,1,4
27000000,68.0,2,30
8915000,59.0,2,2
15000000,74.5,3,5
43000000,133.4,3,5
62538652,128.8,2,15
10800000,47.6,2,14
11600000,59.0,3,5
13200000,46.7,1,4
8500000,42.1,1,5
26000000,94.41,4,8
12402623,38.0,1,23
9100000,30.6,1,6
16300000,57.6,2,25
12900000,58.7,3,6
14800000,106.0,3,10
8664100,21.6,1,3
18546615,93.1,3,14
12900000,58.0,3,8
8850000,45.6,2,5
15804600,49.7,2,3
11500000,48.9,3,1
21108868,82.36,4,21
6399000,42.2,2,1
18341573,87.12,2,12
35235044,113.0,4,2
10500000,31.7,1,4
35043264,74.71,2,27
5350000,22.4,1,7
20550000,36.0,1,15
9950000,32.0,1,8
15466000,76.0,3,12
4500000,23.0,1,11
59812905,107.8,3,4
11500000,54.5,2,8
12000000,47.1,2,16
12000000,37.2,2,3
12700000,53.4,2,18
18000000,63.0,3,2
13850000,44.6,2,3
32632500,71.25,3,29
5700000,31.9,1,3
10000000,32.1,1,6
5682600,28.7,1,4
12700000,54.0,2,4
11234600,38.0,1,2
22100715,58.5,2,2
10500000,45.0,2,3
32000000,83.0,3,10
32750160,70.0,2,9
37100000,76.5,3,20
31000000,127.0,3,17
7095930,24.0,1,22
8400000,33.8,1,10
9488186,23.0,1,7
7250000,32.0,1,3
16694399,59.0,2,28
35690000,68.0,2,17
17000000,77.0,3,14
19506052,70.2,2,15
19060000,95.3,3,16
24500000,54.0,2,35
5400000,43.5,2,3
35450676,106.0,3,18
48500000,170.0,4,6
4999000,23.4,1,21
9399000,52.0,2,15
34000000,60.3,2,3
14800000,57.2,2,16
7490000,56.5,2,8
23000000,49.0,1,2
15299430,35.42,1,10
15121131,72.66,4,11
31502070,57.0,2,10
10950000,35.0,2,7
10913190,43.0,2,2
12100000,35.7,1,15
7881501,23.0,1,15
11418219,35.2,1,2
22500000,70.7,3,13
6350000,35.1,1,12
24322169,57.9,1,15
34100000,106.9,3,19
13100000,108.2,3,2
12644200,38.0,1,16
9990000,60.1,2,5
14000000,54.0,2,3
19000000,79.1,2,2
16800000,61.0,2,17
41938483,101.22,3,42
10100000,67.7,2,10
15800000,55.0,2,2
